;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
3079;Новый;Renault Sandero II Рестайлинг;840 970 ₽;2019;автомат;хэтчбек 5 дв.;передний;Drive;1.6 л/102л.с./Бензин
3080;Новый;Renault Sandero II Рестайлинг;686 980 ₽;2019;механика;хэтчбек 5 дв.;передний;Life;1.6 л/82л.с./Бензин
3081;115 000 км;Renault Sandero I;330 000 ₽;2011;механика;хэтчбек 5 дв.;передний;красный;1.6 л/103л.с./Бензин
3082;45 000 км;Renault Sandero II;559 000 ₽;2015;робот;хэтчбек 5 дв.;передний;красный;1.6 л/82л.с./Бензин
3083;120 000 км;Renault Sandero I;345 000 ₽;2010;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/84л.с./Бензин
3084;700 км;Renault Sandero II Рестайлинг;950 000 ₽;2019;автомат;хэтчбек 5 дв.;передний;серый;1.6 л/102л.с./Бензин
3085;122 000 км;Renault Sandero II;450 000 ₽;2014;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/82л.с./Бензин
3086;136 000 км;Renault Sandero II;550 000 ₽;2016;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/113л.с./Бензин
3087;150 000 км;Renault Sandero I;320 000 ₽;2011;механика;хэтчбек 5 дв.;передний;белый;1.6 л/84л.с./Бензин
3088;136 000 км;Renault Sandero I;350 000 ₽;2011;механика;хэтчбек 5 дв.;передний;синий;1.6 л/84л.с./Бензин
3089;75 400 км;Renault Sandero I;470 000 ₽;2013;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/84л.с./Бензин
3090;139 000 км;Renault Sandero I;280 000 ₽;2010;механика;хэтчбек 5 дв.;передний;белый;1.6 л/84л.с./Бензин
3091;84 000 км;Renault Sandero I;425 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;1.6 л/84л.с./Бензин
3092;132 000 км;Renault Sandero I;390 000 ₽;2013;автомат;хэтчбек 5 дв.;передний;белый;1.6 л/103л.с./Бензин
3093;90 000 км;Renault Sandero I;380 000 ₽;2013;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/84л.с./Бензин
3094;150 000 км;Renault Sandero I;400 000 ₽;2012;механика;хэтчбек 5 дв.;передний;красный;1.6 л/84л.с./Бензин
3095;110 000 км;Renault Sandero I;270 000 ₽;2011;механика;хэтчбек 5 дв.;передний;бежевый;1.4 л/75л.с./Бензин
3096;58 000 км;Renault Sandero II Stepway;560 000 ₽;2016;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/82л.с./Бензин
3097;70 000 км;Renault Sandero I;380 000 ₽;2010;автомат;хэтчбек 5 дв.;передний;бежевый;1.6 л/103л.с./Бензин
3098;104 000 км;Renault Sandero I;330 000 ₽;2010;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/84л.с./Бензин
3099;149 000 км;Renault Sandero I;310 000 ₽;2011;механика;хэтчбек 5 дв.;передний;белый;1.4 л/75л.с./Бензин
3100;91 000 км;Renault Sandero I;391 000 ₽;2012;механика;хэтчбек 5 дв.;передний;красный;1.6 л/84л.с./Бензин
3101;135 000 км;Renault Sandero I;360 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;1.6 л/84л.с./Бензин
3102;Новый;Renault Sandero II Рестайлинг Stepway;от 751 032 ₽;2020;вариатор;хэтчбек 5 дв.;передний;Stepway Drive City;1.6 л/113л.с./Бензин
3103;145 000 км;Renault Sandero I;350 000 ₽;2011;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/103л.с./Бензин
3104;67 300 км;Renault Sandero I Stepway;580 000 ₽;2014;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/103л.с./Бензин
3105;155 000 км;Renault Sandero I;280 000 ₽;2012;механика;хэтчбек 5 дв.;передний;бежевый;1.6 л/84л.с./Бензин
3106;55 000 км;Renault Sandero II;545 000 ₽;2015;механика;хэтчбек 5 дв.;передний;серый;1.6 л/82л.с./Бензин
3107;112 000 км;Renault Sandero I;380 000 ₽;2011;механика;хэтчбек 5 дв.;передний;синий;1.6 л/84л.с./Бензин
3108;140 000 км;Renault Sandero I;300 000 ₽;2012;механика;хэтчбек 5 дв.;передний;синий;1.4 л/75л.с./Бензин
3109;121 000 км;Renault Sandero I;330 000 ₽;2011;механика;хэтчбек 5 дв.;передний;золотистый;1.6 л/103л.с./Бензин
3110;124 000 км;Renault Sandero I;339 000 ₽;2012;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/84л.с./Бензин
3111;119 000 км;Renault Sandero I;400 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;1.6 л/84л.с./Бензин
3112;16 000 км;Renault Sandero II;800 000 ₽;2016;механика;хэтчбек 5 дв.;передний;зелёный;1.6 л/82л.с./Бензин
3113;90 000 км;Renault Sandero I;377 000 ₽;2011;механика;хэтчбек 5 дв.;передний;красный;1.6 л/84л.с./Бензин
3114;92 000 км;Renault Sandero I;450 000 ₽;2013;автомат;хэтчбек 5 дв.;передний;красный;1.6 л/103л.с./Бензин
3115;48 673 км;Renault Sandero I;430 000 ₽;2014;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/84л.с./Бензин
3116;82 000 км;Renault Sandero I;360 000 ₽;2011;механика;хэтчбек 5 дв.;передний;чёрный;1.4 л/75л.с./Бензин
3117;105 000 км;Renault Sandero I;350 000 ₽;2011;механика;хэтчбек 5 дв.;передний;красный;1.4 л/75л.с./Бензин
3118;75 771 км;Renault Sandero I Stepway;550 000 ₽;2013;автомат;хэтчбек 5 дв.;передний;чёрный;1.6 л/103л.с./Бензин
3119;22 000 км;Renault Sandero II Рестайлинг;700 000 ₽;2019;механика;хэтчбек 5 дв.;передний;серый;1.6 л/82л.с./Бензин
3120;98 000 км;Renault Sandero I;350 000 ₽;2011;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/84л.с./Бензин
3121;23 000 км;Renault Sandero II Рестайлинг;599 000 ₽;2018;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/82л.с./Бензин
3122;85 000 км;Renault Sandero I;350 000 ₽;2011;механика;хэтчбек 5 дв.;передний;белый;1.6 л/84л.с./Бензин
3123;10 000 км;Renault Sandero II;630 000 ₽;2015;автомат;хэтчбек 5 дв.;передний;золотистый;1.6 л/102л.с./Бензин
3124;55 820 км;Renault Sandero I;330 000 ₽;2012;механика;хэтчбек 5 дв.;передний;бежевый;1.4 л/75л.с./Бензин
3125;30 300 км;Renault Sandero II;650 000 ₽;2015;механика;хэтчбек 5 дв.;передний;золотистый;1.6 л/102л.с./Бензин
3126;95 000 км;Renault Sandero I;375 000 ₽;2013;механика;хэтчбек 5 дв.;передний;чёрный;1.4 л/75л.с./Бензин
3127;100 000 км;Renault Sandero II Stepway;520 000 ₽;2014;механика;хэтчбек 5 дв.;передний;голубой;1.6 л/102л.с./Бензин
3128;25 000 км;Renault Sandero II;575 000 ₽;2016;автомат;хэтчбек 5 дв.;передний;золотистый;1.6 л/102л.с./Бензин
3129;120 000 км;Renault Sandero II;620 000 ₽;2017;механика;хэтчбек 5 дв.;передний;синий;1.6 л/82л.с./Бензин
3130;89 000 км;Renault Sandero II;540 000 ₽;2015;робот;хэтчбек 5 дв.;передний;синий;1.6 л/82л.с./Бензин
3131;31 000 км;Renault Sandero II;590 000 ₽;2015;автомат;хэтчбек 5 дв.;передний;бежевый;1.6 л/102л.с./Бензин
3132;13 000 км;Renault Sandero II Рестайлинг;640 000 ₽;2019;механика;хэтчбек 5 дв.;передний;белый;1.6 л/82л.с./Бензин
3133;Новый;Renault Sandero II Рестайлинг;от 615 000 ₽;2020;автомат;хэтчбек 5 дв.;передний;Life;1.6 л/102л.с./Бензин
3134;Новый;Renault Sandero II Рестайлинг;от 618 990 ₽;2020;механика;хэтчбек 5 дв.;передний;Life;1.6 л/82л.с./Бензин
3135;89 200 км;Renault Sandero I;420 000 ₽;2014;механика;хэтчбек 5 дв.;передний;серый;1.6 л/84л.с./Бензин
3136;156 000 км;Renault Sandero I;300 000 ₽;2013;механика;хэтчбек 5 дв.;передний;белый;1.6 л/103л.с./Бензин
3137;101 093 км;Renault Sandero II;470 000 ₽;2015;механика;хэтчбек 5 дв.;передний;красный;1.6 л/102л.с./Бензин
3138;20 000 км;Renault Sandero II;750 000 ₽;2016;автомат;хэтчбек 5 дв.;передний;белый;1.6 л/102л.с./Бензин
3139;90 000 км;Renault Sandero I;340 000 ₽;2013;механика;хэтчбек 5 дв.;передний;чёрный;1.4 л/75л.с./Бензин
3140;130 000 км;Renault Sandero I;290 000 ₽;2010;механика;хэтчбек 5 дв.;передний;белый;1.4 л/75л.с./Бензин
3141;145 000 км;Renault Sandero I;380 000 ₽;2014;механика;хэтчбек 5 дв.;передний;серый;1.4 л/75л.с./Бензин
3142;40 000 км;Renault Sandero I;295 000 ₽;2010;механика;хэтчбек 5 дв.;передний;чёрный;1.4 л/75л.с./Бензин
3143;121 000 км;Renault Sandero I;385 000 ₽;2012;механика;хэтчбек 5 дв.;передний;синий;1.6 л/103л.с./Бензин
3144;90 000 км;Renault Sandero II;450 000 ₽;2017;механика;хэтчбек 5 дв.;передний;белый;1.2 л/75л.с./Бензин
3145;86 000 км;Renault Sandero I;306 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;1.4 л/75л.с./Бензин
3146;214 000 км;Renault Sandero I;260 000 ₽;2010;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/84л.с./Бензин
3147;97 000 км;Renault Sandero II;400 000 ₽;2014;механика;хэтчбек 5 дв.;передний;белый;1.6 л/102л.с./Бензин
3148;178 000 км;Renault Sandero I;270 000 ₽;2010;механика;хэтчбек 5 дв.;передний;белый;1.4 л/75л.с./Бензин
3149;127 000 км;Renault Sandero I;440 000 ₽;2012;механика;хэтчбек 5 дв.;передний;красный;1.6 л/84л.с./Бензин
3150;21 000 км;Renault Sandero II Рестайлинг Stepway;785 000 ₽;2018;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/113л.с./Бензин
3151;62 000 км;Renault Sandero II;420 000 ₽;2015;механика;хэтчбек 5 дв.;передний;чёрный;1.2 л/75л.с./Бензин
3152;230 000 км;Renault Sandero I;335 000 ₽;2010;механика;хэтчбек 5 дв.;передний;белый;1.4 л/75л.с./Бензин
3153;33 000 км;Renault Sandero II;580 000 ₽;2015;механика;хэтчбек 5 дв.;передний;синий;1.6 л/82л.с./Бензин
3154;131 000 км;Renault Sandero I;298 000 ₽;2011;механика;хэтчбек 5 дв.;передний;синий;1.6 л/84л.с./Бензин
3155;121 400 км;Renault Sandero II;580 000 ₽;2015;механика;хэтчбек 5 дв.;передний;зелёный;1.6 л/102л.с./Бензин
3156;193 000 км;Renault Sandero I;400 000 ₽;2011;механика;хэтчбек 5 дв.;передний;красный;1.6 л/84л.с./Бензин
3157;102 000 км;Renault Sandero I;465 000 ₽;2012;автомат;хэтчбек 5 дв.;передний;белый;1.6 л/103л.с./Бензин
3158;100 300 км;Renault Sandero I;440 000 ₽;2013;механика;хэтчбек 5 дв.;передний;белый;1.6 л/84л.с./Бензин
3159;119 000 км;Renault Sandero I;255 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;1.4 л/75л.с./Бензин
3160;71 000 км;Renault Sandero I;420 000 ₽;2012;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/84л.с./Бензин
3161;24 000 км;Renault Sandero II;600 000 ₽;2017;механика;хэтчбек 5 дв.;передний;золотистый;1.6 л/82л.с./Бензин
3162;67 000 км;Renault Sandero II Stepway;670 000 ₽;2015;робот;хэтчбек 5 дв.;передний;серебристый;1.6 л/82л.с./Бензин
3163;18 000 км;Renault Sandero II Рестайлинг Stepway;950 000 ₽;2019;автомат;хэтчбек 5 дв.;передний;белый;1.6 л/102л.с./Бензин
3164;20 000 км;Renault Sandero II Рестайлинг;650 000 ₽;2018;механика;хэтчбек 5 дв.;передний;белый;1.6 л/82л.с./Бензин
